数据下载时间：2021-06-30 09:42:50 功能：看店宝【https://kandianbao.com/】 宝贝评价信息分析 相关查询网址：https://kandianbao.com/item/pingjia/616715138162/,,,,,,,
序号,评价用户,sku,评价类型,评价内容,追评,掌柜回评,评价时间
1,a**敏,口味: 【14粽7味1400g】福享A粽子礼盒,好评,"包装品质：包装不错🌁,口感味道：不错🌅,口感味道：我吃了很好吃，爱了爱了，🌀,重要的事情说三遍🌀,便宜又实惠⛄,东西很棒，很好爱了爱了⛄,打客服也很热情☔,不错包装挺好🌀,收到礼品老亲爷是灰常喜欢的⚡ ",真棒，下 单 前看下我的↓  ↓ 晒图哈，超划算！,-,2021-06-22
2,m**y,口味: 【11粽6味1100克】花样五芳礼盒,好评,整体评价：对象买给我吃的。不知道他是怎么挑的，粽子个数倒是挺多，礼盒也够大，看着挺不错。 口感味道：喜欢吃豆子的人应该很喜欢，喜欢吃肉粽子的人请三思。我喜欢吃肉，所以不是很喜欢这个套盒，貌似也没有咸鸭蛋。 ,-,-,2021-06-24
3,w**3,口味: 【11粽6味1100克】花样五芳礼盒,好评,"ym等明天煮了再来👮试试,送人可以,上档次💮。我一直觉得做生意要🎪有良心,品种丰富,普😠普通通。打客服也是一🎿副没睡醒的样子,不是📳特别甜,重要的事情说😸三遍。买来送人的,我📢不是黑粉,现在收到货🚷了还没有煮来吃",-,-,2021-06-17
4,你**萄,口味: 12粽4蛋1440克祥礼T780送礼盒,好评,下单的时候没注意两盒买了一样的。包装很不错，送人妥妥的。肉粽还可以，里面带的4个咸鸭蛋不错，咸淡刚好，流油。图二这个什么鬼彩豆粽，真心难吃，图是评论区借的。我的彩豆粽比这个颜色略深，不甜，微咸，豆很硬，目前为止吃过最难吃的一个口味。每年都会买这个粽子，这次的不知道是不是网上捡漏太便宜所以粽叶感觉不新鲜。个人建议，千万不要尝试彩豆口味的。五星好评给咸鸭蛋。,-,-,2021-06-22
5,时**5,口味: 14粽6味1520克祥礼T738礼盒,好评,一盒有14个粽子，包装非常精致。口感还是一样的好，可以作早饭吃，也可以当作零食。非常划算，值得购买，吃完后还会继续买的。在端午佳节到来之际，非常适合买来送人了，包装很精美，非常有面子。 ,-,-,2021-06-23
6,大**2,口味: 12粽4蛋1440克祥礼T780送礼盒,好评,整体评价：包装非常好 口感味道：是我喜欢的咸味粽子 新鲜度：刚过完端午，买来又新鲜又好吃又实惠。有活动还买。 ,-,-,2021-06-25
7,c**a,口味: 【3盒领券更优惠】16粽8荤8素1600克浓情T83礼盒,好评,朋友收到了很喜欢 整体评价：很好实惠 胀包问题：无 包装品质：ok 口感味道：好吃 新鲜度：可以 ,-,-,2021-06-24
8,依**2,口味: 【16粽8荤8素1600克】浓情T83粽子礼盒,好评,不是新鲜的，口感和保装都和五芳斋不符，上当了，买了多套！无奈，端午节前一周买的，是5.1的货！包装含糊，不是正品！ ,-,-,2021-06-26
9,仓**一,口味: 【16粽8荤8素1600克】浓情T83粽子礼盒,好评,  一盒有14个粽子，包装非常精致。口感还是一样的好，可以作早饭吃，也可以当作零食。非常划算，值得购买，吃完后还会继续买的。在端午佳节到来之际，非常适合买来送人了，包装很精美，非常有面子。 但就是肉太小了，老爸说跟指甲盖那么大，笑*我了 ,-,-,2021-06-25
10,a**4,口味: 【10粽4蛋1200克】锦绣粽子礼盒,好评,粽子收到了！用来送礼很好👍🏻！高大尚！包装精美！非常满意！ ,-,-,2021-06-13
11,k**8,口味: 【14粽7味4蛋1600克】福享B粽子礼盒,好评,整体评价：很好！ 胀包问题：无 包装品质：精美！ 口感味道：不错 新鲜度：生产日期为4月底！ ,-,-,2021-06-17
12,w**2,口味: 12粽4蛋1440克祥礼T780送礼盒,好评,套盒里面东西是很多，肉粽可以，绿色包装的香辣味，第一次吃到这种的，吃不惯 ,-,-,2021-06-26
13,咖**姐,口味: 【14粽7味1400g】福享A粽子礼盒,好评,公司一起买的粽子，发的福利，还挺不错，物美价廉啊，14个粽子量很大，包装的也很好看，还买了一份咸鸭蛋都挺不错的，送人挺合适的，没吃不晓得好吃不，五芳斋老牌子了，以后公司买粽子应该就是你家了。  ,-,-,2021-06-24
14,依**2,口味: 【16粽8荤8素1600克】浓情T83粽子礼盒,好评,短租节前一周买的，不是新鲜，是5.1的，还说保质期是9个月！肉的很差，口感和五芳斋不符，不是正品！包装也很含糊，上当了！ ,-,-,2021-06-26
15,元**l,口味: 10只美味肉粽量贩礼袋,好评,抱歉这么久才签收，忘记了，不好意思，宝贝特别满意，发货很及时，质量还不错，挺好的，老顾客了，东西还跟以前一样好，非常划算，性价比很高 ,-,-,2021-06-25
16,t**2,口味: 【10粽4蛋1280g】祥礼五芳粽子礼盒,好评,整体评价：送家人的，很喜欢，口味很多，五芳斋是老牌子了，味道没得说，运输很快，包装完好 ,-,-,2021-06-21
17,荆**平,口味: 【10粽4蛋1280g】祥礼T3粽子礼盒,好评,好评 虽然是第一次购买，但是整个过程和体验还是不错的。物流方面，下单很快就发货了，收到宝贝后，也是完好无损的，跟卖家的图片没有什么差别。价格公道，性价比很高，推荐可以购买。  ,-,-,2021-06-22
18,5**q,口味: 12粽4蛋1440克祥礼T780送礼盒,好评,差评！真的是坑蒙拐骗，冒着百年品牌五芳斋的名号，寄过来一大堆垃圾，除了几个辣粽，还有肉粽和五彩豆粽，真的是难吃到极点了。直播间搞促销活动，拿一些这些东西做宣传，真是典型自毁品牌！再也不会买了，大家也要搽亮眼睛，这个旗舰店太坑！ ,-,-,2021-06-26
19,l**6,口味: 12粽4蛋1440克祥礼T780送礼盒,好评,东西很好！包装很好，结实！赠品口感很好！吃过是真品！ ,-,-,2021-06-21
20,t**2,口味: 【6荤6素1600克】浓情T83粽子礼盒,好评,口味很新鲜，全家人很喜欢吃✊格局正好整挺好👍👍👍,-,-,2021-06-21
