数据下载时间：2021-06-30 09:41:50 功能：看店宝【https://kandianbao.com/】 宝贝评价信息分析 相关查询网址：https://kandianbao.com/item/pingjia/575987318487/,,,,,,,
序号,评价用户,sku,评价类型,评价内容,追评,掌柜回评,评价时间
1,不**0,口味: 混味20包（送）20包（共40包）,好评,"cl真的超值,还是🔜酱汁的好吃,包装很好。🌀味道很好吃,又不担心🐽长太多肉肉,价格也非🌰常实惠满意。有三种口👟味,值得推荐,可是山🌴椒的却是最多的。日期🐈也是新的日期,比超市✊便宜多了,味道还不错🚳,大人小孩都喜欢吃!🐓辣度可以接受! ",看我晒图，非常划算,-,2021-06-26
2,为**6,口味: 混合味【盒装12g*20包】,好评,宝贝收到了满满一大袋，我是老顾客了，🍓虾又大又新鲜非常好，大小都差不多均匀，🍊无论干吃还是做汤都不错。虾干分量足够，咸度适中越吃越想吃。🍎干燥程度刚刚好，价格也非常实惠满意。 ,-,-,2021-06-18
3,t**4,口味: 酱汁味20包（送）山椒味20包（共40包）,好评,宝贝收到了，好大一包很好吃，比超市便宜多了，还是酱汁的好吃，孩子们也可以吃，吃完再来,特别喜欢，独立包装，分享给家人们也是不错的，下酒必备小零食，值得购买哦,-,2021-06-21
4,s**x,口味: 混味20包（送）20包（共40包）,好评,味道还不错，大人小孩都喜欢吃！辣度可以接受！ ,味道可以，一下就吃完了！辣度不太辣，广东人合适吃，味道可以，一下就吃完了！辣度不太辣，广东人合适吃，味道可以，一下就吃完了！辣度不太辣，广东人合适吃,-,2021-06-22
5,常**3,口味: 混味20包（送）20包（共40包）,好评,非常好非常一向嚼劲的小鱼，辣的过瘾，实在实在是太好吃了，准备好一年的零食就是它了 ,已经吃完了，还准备回购二袋，做为一年的小零食，实在实在是美味啊，十分辣但温和，好吃,-,2021-06-26
6,我**太,口味: 诱辣味20包（送）山椒味20包（共40包）,好评,非常好吃 太下饭了 停不下来 会回购的 五星⭐⭐⭐⭐⭐ ,特别好吃 停不下来 推荐给朋友了,-,2021-06-22
7,冰**静,口味: 混味20包（送）20包（共40包）,好评,喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢非常不错不错不错不错不错不错不错不错不错不错不错不错物美价廉 ,不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错喜欢喜欢喜欢喜欢喜欢,-,2021-06-26
8,t**1,口味: 混味20包（送）20包（共40包）,好评,很好吃看剧必备小零食之一，只能说物有所值吧包裹收到，🚶马上拆开品尝了一🌺包辣味的?🍪，感觉不错，够辣够爽，很😗好🍻吃，最爱的牌子，价格便宜，有三种口味，酱汁的不辣>-< ,-,-,2021-06-18
9,s**k,口味: 酱汁味20包（送）诱辣味20包（共40包）,好评,第一次购买，看见公众号上推荐的小鱼仔，特别的经济实惠，味道也很不错，尤其是辣味的，我和老公都特别喜欢吃辣，真心够辣呀 ,非常好吃，真是办公室下午解馋利器呀，同事也都说很好吃哟，这些吃没了，还准备在拍一些，口味肯定是没得说呢,-,2021-06-11
10,慧**9,口味: 鱼仔20包（送）素肉20包【混合口味】,好评,商品分量：好多 比实体便宜 质量很好 保质期：很新鲜 口感味道：好吃不贵 推荐大家购买 尤其是小鱼 ,喜欢的可以入手了 好吃,-,2021-06-10
11,雪**6,口味: 酱汁味20包（送）酱汁味20包（共40包）,好评,第一次抱着试试看的心态买了，结果一吃停不下来了，这次推介给别人吃，偶尔想吃小零食的时候吃个解解馋，又不担心长太多肉肉，非常满意！开口就分完了！ ,孩子爱吃不辣的，我喜欢吃山椒的,-,2021-06-24
12,呆**兔,口味: 混味20包（送）20包（共40包）,好评,一小袋20包混合装的我和我妹吃完了，另一袋我还没拆，挺不错，我对小鱼干不是味道太难吃不太挑刺，因为我看这款评论区有很多说看着鱼不新鲜什么的，这个我没法说，毕竟吃东西哪有新鲜的，就算是自己炒菜不想浪费都要吃剩菜剩饭，有钱就买新鲜的活小鱼自己炸酥脆小鱼干，我外公就是去集市买人家不要的小鱼用灶炒碎炒香鱼粉喂猫，因为他很喜欢猫所以每次都是自己制作鱼粉给猫喂稀饭的时候撒点不然猫不吃 ,-,-,2021-06-24
13,淡**爱,口味: 混味20包（送）20包（共40包）,好评,很好真的非常好，第一次买收到货很棒，真的超值，味道很棒数量也多，日期也是新的日期，口感很不错，值得推荐，棒棒哒🎉 ,很棒超棒，赶紧来买呀,-,2021-06-12
14,t**4,口味: 混味40包（送）40包（共80包）,好评,小鱼干收到了，一包里有好几条小鱼，味道很好吃，很劲道。我和孩子都喜欢酱汁味的，带一丝丝甜。诱辣味的也还可以。山椒味的不是很喜欢，太咸了，可是山椒的却是最多的。,-,-,2021-06-21
15,李**0,口味: 混味20包（送）20包（共40包）,好评,很不错 多个颜色多个味道 大家都觉得挺好吃的 嗯就是这样！好好好好好 ,就是好！一个字！下次哦还买不错 买过好多家了 这家店好吃的好吃的爽歪歪,小店每天最开心的事莫过于看到亲的好评，亲的好评就像是清泉一样滋润我们的心田，小店会更加的珍惜亲的好评，不断的改进自己，完善自己，力求让小店的服务做到更好，店铺做的更大，也是为了让亲能够更好的更快的买到自己的喜欢的宝宝，您的好评就是对我们最大的肯定和鼓励，希望亲在此关注我们的店铺，检查店铺的进步,2021-06-10
16,杜**1,口味: 混味40包（送）40包（共80包）,好评,在超市买都一元一袋，可以说还没有这么好吃、这么便宜的价格买这买好吃的东西值吃完会继续回购 ,还没有吃够准备今天继续购买太好吃了，太实惠啦完美这次买全是泡椒的准备,-,2021-06-21
