数据下载时间：2021-07-01 13:37:49 功能：看店宝【https://kandianbao.com/】 宝贝评价信息分析 相关查询网址：https://kandianbao.com/item/pingjia/632136223433/,,,,,,,
序号,评价用户,sku,评价类型,评价内容,追评,掌柜回评,评价时间
1,木**8,口味: 芝麻味*1+藜麦味*1,好评,爱吃海苔的来看过啦！香香脆脆，🏮量很多，😣包你吃个够。夹心的海苔最好吃啦，📁一小袋里面包装品质：光一个外包装，🉐一点也不经济实惠不回回购 口感味道：味道一般很好吃 真的很好哈！好用不贵，😸质量好、服务好、物流快。分享是一种美德，好的东西当然要一起分享和我视频一样样的~PLM  ,-,-,2021-06-18
2,婷**0,口味: 芝麻味*1+藜麦味*1,好评,"hzp海苔一直就吃的波力🌀,孩子很喜欢☔,女儿很喜欢吃波力海苔☁,宝说：玻璃嗨苔好兹好兹🌂,保质期：很好⚡,搞活动就入手啦！慢慢吃☔,商品分量：足🌅,看剧必备小零食🌄... ",-,-,2021-06-16
3,x**g,口味: 芝麻味*1+藜麦味*1,好评,好吃的不行，回购了，盆友们都特别爱吃，嗯嗯哦路路通 ,-,-,2021-06-13
4,c**0,口味: 芝麻味*1+藜麦味*1,好评,包装品质：品质很好。包装也精致 口感味道：酥脆 ,-,-,2021-06-16
5,宋**轩,口味: 芝麻味*1+藜麦味*1,好评,粗纤维，低卡低脂，饱腹感，好吃又不怕胖的零食。空罐子也不要扔，可以用来装散白糖，或者装自制的樱桃罐头，放到冰箱冷冻，等冬天时吃 ,-,-,2021-06-22
6,好**想,口味: 芝麻味*1+藜麦味*1,好评,超级喜欢吃，脆脆的香香的。,-,-,2021-06-17
7,z**4,口味: 芝麻味*1+藜麦味*1,好评,包装品质：完整，无破损 商品分量：足吧 保质期：12个月 新鲜度：当年上月底产的 口感味道：酥，脆，香，没有腥味，比较几个品牌个人最喜欢它 发货快，物流快，OK ,-,-,2021-06-22
8,w**a,口味: 芝麻味*1+藜麦味*1,好评,从小吃到大的零食，香香脆脆的，一吃就停不下来。一大桶，里面是独立小包装，吃不完拎起来也不会返潮。 ,-,-,2021-06-26
9,x**g,口味: 芝麻味*1+藜麦味*1,好评,好大一罐，两个口味都不错，个人比较喜欢藜麦的，很香 ,-,-,2021-06-13
10,l**9,口味: 芝麻味*1+藜麦味*1,好评,宝贝已经收到，买了两大罐，我们家宝宝很喜欢吃这款海苔，而且包装也挺好，还是很值得信赖的品牌。 ,-,-,2021-06-21
11,j**1,口味: 芝麻味*1+藜麦味*1,好评,包装品质：完整，无破损 商品分量：应该足吧 保质期：12个月 新鲜度：当年5月底生产的，蛮新鲜 口感味道：好吃的，买了很多次，比较别的牌子还是喜欢它。鲜而不腥，夹心后脆、酥、香，小包装方便食用  发货快，物流快，会继续回购 ,-,-,2021-06-20
12,林**函,口味: 芝麻味*1+藜麦味*1,好评,芝麻的是两片，藜麦的一片，两个味道都非常好吃，好好控制住，生怕被俩孩子一口气吃光。哈哈。这种量比较少所以罐子也比较少，会比实体店优惠很多 ,-,-,2021-06-15
13,辣**咪,口味: 芝麻味*1+藜麦味*1,好评,这个是在微娅直播间买的，平时小朋友就很喜欢吃海苔，所以毫不犹豫就买了，孩子很喜欢，大人吃也很香，很快两桶就吃光光了，这个真的是很不错 ,-,-,2021-06-23
14,黄**凉,口味: 芝麻味*1+藜麦味*1,好评,生产日期是五月份的，保质期十二个月，波力海苔还是一如既往的好吃，包装盒还可以用来装小零碎，nice！ ,-,-,2021-06-25
15,梦**2,口味: 芝麻味*1+藜麦味*1,好评,薇娅推荐的果断买了，小朋友喜欢吃，2种口味还是喜欢藜麦的！ ,-,-,2021-06-23
