数据下载时间：2021-06-30 17:30:05 功能：看店宝【https://kandianbao.com/】 宝贝评价信息分析 相关查询网址：https://kandianbao.com/item/pingjia/628949155386/,,,,,,,
序号,评价用户,sku,评价类型,评价内容,追评,掌柜回评,评价时间
1,t**0,食品口味: 蜂蜜味梅饼 1盒+四贵乌梅 1盒+古原梅 1盒+西梅 1盒,好评,已经是二次购买了！性价比其实不高的，有点小贵的！家里月底要搬新家，买来大家吃的 ,-,-,2021-06-19
2,蹭**猪,食品口味: 蜂蜜味梅饼 4盒,好评,这种包装第一次见，蛮可爱的，小小巧巧。很划算。满意。一直吃他家梅子，很好吃啊，蜂蜜口味的不会太酸。 ,-,-,2021-06-25
3,h**0,食品口味: 蜂蜜味梅饼 1盒+四贵乌梅 1盒+古原梅 1盒+西梅 1盒,好评,盒子挺精致的 包装品质：小盒子挺精致的，品质也不错 商品分量：比想象的少些 新鲜度：应该是挺新鲜的 口感味道：稍微有些酸 四贵乌梅最酸  喜欢吃酸的朋友一应该会比较爱吃 ,-,-,2021-06-16
4,s**u,食品口味: 蜂蜜味梅饼 2盒+四贵乌梅 2盒,好评,一直都很好吃，乌梅酸酸的，提神利器！小方盒包装也比以前好看了 ,-,-,2021-06-21
5,a**3,食品口味: 蜂蜜味梅饼 1盒+四贵乌梅 1盒+古原梅 1盒+西梅 1盒,好评,包装品质：包装盒很好看 商品分量：应该是足的，但是没多少。一会儿就吃完了。 非常好，十分推荐，下次还买。物流相对来说慢一些 口感味道：个人比较喜欢蜂蜜口味和乌梅 ,-,-,2021-06-23
6,c**6,食品口味: 蜂蜜味梅饼 4盒,好评,小梅屋蜂蜜梅饼就是最好吃的！读大学的时候被小姐妹安利的，现在已经前前后后买了好几次了！感觉一次能吃一盒！但还是要少吃，牙医说这个特别腐蚀牙齿…… ,-,-,2021-06-26
7,e**茜,食品口味: 蜂蜜味梅饼 4盒,好评,东西很好吃，就是包装简陋，快递也太暴力了，箱子整个都变形了，破了，里面盒子也都变形了 ,-,-,2021-06-26
8,连**i,食品口味: 蜂蜜味梅饼 1盒+四贵乌梅 1盒+古原梅 1盒+西梅 1盒,好评,包装品质：不错 商品分量：一盒大概10个 保质期：没注意 新鲜度：新鲜 口感味道：个人觉得青梅和乌梅最好吃，青梅酸酸甜甜脆脆，乌梅水分刚刚好，困的时候来一颗，提劲儿！西梅太软，水分多，蜂蜜梅饼小小一个，也没啥特点 ,-,-,2021-06-20
9,霸**嗳,食品口味: 蜂蜜味梅饼 1盒+四贵乌梅 1盒+古原梅 1盒+西梅 1盒,好评,包装品质：颜值挺高，都是独立包装 商品分量：不少 新鲜度：不错 口感味道：酸酸甜甜孩子喜欢吃 ,-,-,2021-06-22
10,小**a,食品口味: 蜂蜜味梅饼 4盒,好评,口感味道：很好吃，一下午全部吃完 ,-,-,2021-06-23
