数据下载时间：2021-07-01 13:49:55 功能：看店宝【https://kandianbao.com/】 宝贝评价信息分析 相关查询网址：https://kandianbao.com/item/pingjia/601059227250/,,,,,,,
序号,评价用户,sku,评价类型,评价内容,追评,掌柜回评,评价时间
1,t**2,口味: 套餐1：欢辣大剧场445g/1袋(含鸭脖，猪肉片等，约20小包 ),好评,"一点都不会腻🌂,哲瀚海哲感谢百草味选择张哲瀚！海哲会永远支持哲瀚！越来越有质量了☔,土豆和藕片﻿☀,包装挺好的🌀,坚果和果干搭配🌁,保质期：日期很新鲜🌂,鸭脖和凤爪都是甜辣款的☁,迫不及待拆了一袋无骨凤爪和辣味包☁,主要是抢的劵买的很实惠☁,厚一点的吃起来糯糯的☁",-,-,2021-06-17
2,卡**情,口味: 套餐1：欢辣大剧场445g/1袋(含鸭脖，猪肉片等，约20小包 ),好评,"🌸很好吃哦包装挺🌸好的,因为我不是🌴很能吃辣,把坚果和果干搭配一﻿🍀起吃味道更好,份量特🍉别足,保质期：日期很🍅新鲜,保质期:日期😁很新鲜,比我想象得要😄多,鸭脖是甜辣味的,每袋量也🤗挺大的,肉质很弹牙💓都是独立包装😘肉质很弹牙",新鲜好吃还便宜。看晒图哦。,-,2021-06-26
3,易**8,口味: 套餐1：欢辣大剧场445g/1袋(含鸭脖，猪肉片等，约20小包 ),好评,"xz肉质很弹牙,酸😰酸的,鸭脖和凤爪都是甜🔨辣款的。鸭脖也很好吃🐺,腥味不重,规格意犹🔌未尽。孩子也很爱吃,👋上头慢,小孩讲味道很🎷香很喜欢吃。零食只吃🍏百草味的,水分超级大🐘,味道口感非常棒,鸭👢脖是甜辣味的,",-,-,2021-06-22
4,孤**日,口味: 套餐8：荤素集合组合403g/约16小包(含牛板筋，鸭锁骨等),好评,"CC零食只吃百草味的🌃,越来越有质量了🌀,保质期：日期很新鲜🌁,都吃完一半了才来评价⚡,包装挺好的🌀,大品牌值得信赖⛄,坚果和果干搭配⛄,味道也不错⚡,保质期日期很新鲜🌀",-,-,2021-06-26
5,t**5,口味: 套餐4：有荤有素组合620g/3袋(含鸭脖，辣条等),好评,百草味这个大礼包🌁算是一次全新的尝新🌄越来越有质量了⚡肉质很弹牙☔迫不及待拆了一袋无骨凤爪和辣味包🌄做事间隙拆一小🎆包放嘴里或者捻一小块🌁超级好吃的🌄大礼包的日期也很新鲜☔里面搭配挺合理的⛄荤素都有的好吃！☁,-,-,2021-06-18
6,t**4,口味: 套餐2：欢聚时刻组合374g/3袋(含麻辣牛肉、小鸡腿等),好评,"ya零食口感真的不📐错,酸酸的,适合学生。💡口感真的很好,水分超🎽级大,分量非常足,有🚂礼物盒,鸭脖和凤爪都🍶是甜辣款的。分装很好🎳,有股药味,上头慢。🐒份量特别足,规格意犹💀未尽。零食口感真的不💉错也不是特别辣",-,-,2021-06-18
7,t**5,口味: 套餐8：荤素集合组合403g/约16小包(含牛板筋，鸭锁骨等),好评,算是一次全新的尝新，😌越来越有质量了，🌽肉质很Lucky弹牙，🎃拆开袋子一股泡椒味，🙇包装非常好包装袋很有质感，💬挺好吃的，🔐主要是抢的劵买的很实惠。小孩吃着也放心🌵。里面有三袋子，🌁小孩讲味道很香很喜欢吃。都是独立包装，⚾干净卫生有保障。,-,-,2021-06-18
8,t**8,口味: 套餐1：欢辣大剧场445g/1袋(含鸭脖，猪肉片等，约20小包 ),好评,"这个味🍓🍓道超喜欢分量超级多🍓🍓,,每袋量也挺大的,零食口感真的不错,非🍓🍓常有味道,份量特别足,,甜咸口都有🍓🍓,鸭脖和凤爪都是甜辣款的🍓🍓,也不是特别辣很棒张哲瀚爱你🍓🍓爱你还会回购的",-,-,2021-06-18
9,t**0,口味: 套餐2：欢聚时刻组合495g/3袋(含去骨凤爪、卤藕等),好评,"很棒的商品！藕片和土豆片也好吃🌀,因为我不是很能吃辣🌄,保质期：日期很新鲜🌃,这个是混合大礼包⛄,分量非常足🌄,口感真的很好⛄,把坚果和果干搭配一起吃味道更好﻿☀,大辣片有甜味🌄,肉质很弹牙🌀,水分超级大🌂,鸭脖和凤爪都是甜辣款的🌅,力度一样大☁,越来越有质量了🌇",-,-,2021-06-21
10,t**7,口味: 套餐6：川蜀爽辣组合420g/3袋(含麻辣牛肉，虎皮凤爪等),好评,"YB超级喜欢份量特🎈别足,迫不及待拆了一袋🍬无骨凤爪和辣味包,分🐒装很好,会继续支持的🍙。都吃完一半了才来评🚈价,包装袋很有质感.🚂,每袋量也挺大的,作👈为湖南人我吃起来是没🐻啥辣味的,力度一样大🚥,土豆和藕片,",-,-,2021-06-17
11,源**珑,口味: 套餐5：畅享食刻组合485g/3袋(含鸭脖，面筋卷等),好评,"吃起来干净脆脆的🐻 🐻  保质期日期很新鲜  🐻 🐻 土豆和藕片 生产日期新鲜 还🐻 🐻 不如便利店买的多 ,但是也不会特别辣 🐻 🐻 份量特别足 ,就买的这些甜辣口味的🐻 🐻 刚刚好, 包装非常好 包装袋很有质感 🐻 🐻 .每袋量也挺大的",-,-,2021-06-26
12,t**5,口味: 套餐1：欢辣大剧场445g/1袋(含鸭脖，猪肉片等，约20小包 ),好评,"cl是偏甜口味的,😄值得购买。份量特别足,👷规格意犹未尽,小孩吃🔲着也放心。土豆和藕片💃为了支持小哲购买,口🐠感真的很好。就买的这🚅些甜辣口味的刚刚好,🔺干净卫生有保障。比我📶想象得要多,很棒的商😪品!藕片和土豆片也好😮吃",-,-,2021-06-18
13,t**0,口味: 套餐1：欢辣大剧场445g/1袋(含鸭脖，猪肉片等，约20小包 ),好评,包装品质：没得说了，包装挺好的 商品分量：还行吧，优惠买的，不亏了 保质期：还行吧 新鲜度：看着还行 口感味道：看着挺好吃的 ,-,-,2021-06-21
14,t**0,口味: 套餐1：欢辣大剧场445g/1袋(含鸭脖，猪肉片等，约20小包 ),好评,"lhm这个没有骨头直接可以大口吃肉猪肉脯很香⚡,肉质很Lucky弹牙☔,肉质很弹牙但是也不会特别辣力度一样大🌃,鸭脖和凤爪都是甜辣款的☔,卤制品口味也不错⛄,日期都挺近的☔,味道口感非常棒⚡,买的好像是买二减一的太棒了吖☁,一点都不会腻☔",-,-,2021-06-21
15,t**2,口味: 套餐1：欢辣大剧场445g/1袋(含鸭脖，猪肉片等，约20小包 ),好评,此用户没有填写评价。,"CA吃起来干净脆脆🌎的,设计非常简洁,好吃🍨不贵。因为我不是很能🛂吃辣,,上头慢。真的🍖很好吃,都很好吃。,📝挺好吃的真材实料。非🚽常有味道,酸酸的,很💂干,每袋量也挺大的,👱把坚果和果干搭配一起🏇吃味道更好,",-,2021-06-17
16,t**9,口味: 套餐7：夜半劲辣组合500g/约28小包(含鸭脖，素毛肚等),好评,"cx生产日期新鲜,🍜咸味不浓烈,口感真的很⚫好。包装非常好包装袋🎽很有质感,有股药味,♐水分超级大。对我这种🏈无辣不欢的人来说很对🛅胃口土豆片水分足,值🙈得购买。大品牌值得信🍇赖,酸酸的,把坚果和🚌果干搭配一起吃味道更🌕好, ",-,-,2021-06-24
17,i**y,口味: 套餐4：有荤有素组合620g/3袋(含鸭脖，辣条等),好评,好吃，好吃，好吃，才收到货两天就吃得差不多了，土豆片吃完了，鸭脖一包也没了，辣条也吃了大半盒了。鸭脖不是很辣，对于我来说只是有点辣味，骨头都可以咬碎，赞，土豆片有些是糯糯的，有些是脆脆的，不是很辣，也很好吃，辣条稍微有点辣度，不像其他的辣条那么甜，味道那么重，是我喜欢的。直播间抢了券，算下来非常划算，推荐 ,-,-,2021-06-24
18,c**晶,口味: 套餐6：川蜀爽辣组合420g/3袋(含麻辣牛肉，虎皮凤爪等),好评,包装品质：拿回来堆着都快忘了  严密独立包装 商品分量：沉甸甸 尤其豆干 新鲜度：ok  口感味道：很香的卤鸡爪 特别软糯，做小零食很喜欢 追剧看综艺嘴不停。吃了还想吃 ,-,-,2021-06-24
19,素**u,口味: 套餐6：川蜀爽辣组合420g/3袋(含麻辣牛肉，虎皮凤爪等),好评,海哲来支持张哲瀚推荐的百草味啦，以前就很喜欢百草味的零食，这次因为张哲瀚推荐的，买了坚果和各种肉🥩以及其他零食，真的很好吃，我都快吃完了才想起来评价，因为我不是很能吃辣，就买的这些甜辣口味的刚刚好，很喜欢吃，以后会继续支持百草味！支持张哲瀚！ ,-,-,2021-06-10
20,z**0,口味: 套餐1：欢辣大剧场445g/1袋(含鸭脖，猪肉片等，约20小包 ),好评,一包麻辣零食，很实惠很干净很卫生，总的来说大牌的食品，从卫生角度来说是可以得到保障的，当然，单从价格方面考虑是有丢丢小贵的。打开数了一下，确实是有二十包，数量够，口味有七八种的样子，有荤有素。口味也挺不错的，不仅仅是辣，而且有香辣的味道。赞👍 ,-,-,2021-06-21
21,破**虹,口味: 套餐3：休闲食光组合430g/3袋(含牛肉片，素毛肚等),好评,包装品质：包装还不错，挺干净的没有撒漏 商品分量：三包，两大一小 保质期：很新，5月份生产的 口感味道：口味还不错，但是素毛肚不如卫龙的魔芋爽 ,-,-,2021-06-26
22,破**虹,口味: 套餐1：欢辣大剧场445g/1袋(含鸭脖，猪肉片等，约20小包 ),好评,包装品质：一个大包带着小包，大包其实没多大 商品分量：整体来说没有多少其实一个人一会儿就能吃完真心谈不上什么“大礼包” 保质期：都挺新的 口感味道：味道还不错 ,-,-,2021-06-26
23,t**9,口味: 套餐9：嗨辣过瘾组合610g/约23小包(含辣条，素毛肚等),好评,不合口味，鸭脖太容，大辣片有甜味，还有个啥直接丢了太难吃了。,-,-,2021-06-24
24,亚**x,口味: 套餐1：欢辣大剧场445g/1袋(含鸭脖，猪肉片等，约20小包 ),好评,包装品质： 包装完好，很紧实 商品分量：两包分量很多 保质期：出厂只有两个月 新鲜度：很新鲜 口感味道：中度辣度，喜欢吃 ,-,-,2021-06-23
25,t**6,口味: 套餐9：嗨辣过瘾组合610g/约23小包(含辣条，素毛肚等),好评,包装品质：非常好，没有想到是特别大的一个箱子，包装完好 商品分量：一共有六袋，还用积分换了一个鼠标垫，很可爱 口感味道：一如既往的好吃，唯一美中不足的是鸭脖不是甜辣的，是五香的，但是还不错 ,-,-,2021-06-16
