数据下载时间：2021-05-27 10:40:35 功能：看店宝【kandianbao.com】全店宝贝 相关查询网址：https://kandianbao.com/dian/典芝斋旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,主图,标题,宝贝id,货号,销售价最低,销售价最高,原价最低,原价最高,折扣率,sku数量,库存,邮费,30天销量,总销量,占全店销量比例,30天销售额,占全店销售额比例,总销售额,收藏数,评价数,PC总分享量,宝贝促销,店铺促销,活动促销,服务保证,一级类目,二级类目,三级类目,宝贝创建时间,宝贝创建时长,下架日期,下架时间,天数,星期,宝贝地址,分析地址,评价标签
1,https://img.alicdn.com/imgextra/i2/2201193744819/O1CN01MvRedF1lT9JsSRDOA_!!2201193744819.jpg,水果燕麦片饱腹早餐即食非健身减肥粗粮脂无糖精脱脂瘦身代餐食品,	642768919929,,39.9,49.9,266,266,18.76%,9,533550,0,5512,7869,9.87%,241976.80000000002,10.68%,345449.10000000003,2944,2123,0,,,品牌促销,7天无理由|运费险|蚂蚁花呗|信用卡支付|集分宝,咖啡/麦片/冲饮,藕粉/麦片/冲饮品,冲饮谷物/麦片,,,2021-05-31,16:48:35,4天6时8分2秒,一,http://item.taobao.com/item.htm?id=642768919929,https://kandianbao.com/item/642768919929/,比较硬(2);质量棒极了(5);料很绝(5);份量很足(31);很好吃(222);质量差(2)
2,https://img.alicdn.com/imgextra/i4/2201193744819/O1CN012kGsY51lT9JpTEiDw_!!0-item_pic.jpg,五宝茶枸杞人参非男性肾男人持久养肾补品养生补气血八宝保健肾茶,	641311628470,,39.8,79.6,398,398,20.00%,5,84877,0,8809,13687,15.78%,490837.48000000004,21.66%,762639.6400000001,4734,3179,0,,,品牌促销,7天无理由|运费险|蚂蚁花呗|信用卡支付|集分宝,茶,代用/花草/水果/再加工茶,代用/花草茶,,,2021-06-02,10:10:25,5天23时29分52秒,三,http://item.taobao.com/item.htm?id=641311628470,https://kandianbao.com/item/641311628470/,老公很高兴(3);味道不错(51);量足(4);与描述一致(2);很方便(3);质量差(2)
3,https://img.alicdn.com/imgextra/i2/2201193744819/O1CN01GtaI361lT9JNvZ261_!!0-item_pic.jpg,红豆薏米祛湿茶赤小豆非除湿去湿气排毒调理官方旗舰店正品女性茶,	639180389281,,26.9,26.9,288,288,9.34%,0,64670,0,9421,26226,16.88%,253424.9,11.18%,705479.3999999999,10414,6134,0,,,掌柜推荐,7天无理由|运费险|蚂蚁花呗|信用卡支付|集分宝,传统滋补营养品,养生茶,养生茶,,,2021-05-29,10:03:50,1天23时23分17秒,六,http://item.taobao.com/item.htm?id=639180389281,https://kandianbao.com/item/639180389281/,有祛湿效果(10);孩子放心(4);独立小包装(154);效果好(128);份量很足(24);材料太渣(2)
4,https://img.alicdn.com/imgextra/i3/2201193744819/O1CN01ZPXUkh1lT9Jz2pe1i_!!2201193744819-0-lubanu-s.jpg,水果坚果酸奶燕麦片早餐即食冲饮果粒西麦片代餐饱腹食品营养早餐,	641285446713,,39.9,39.9,266,266,15.00%,7,456278,0,15546,42691,27.85%,620285.4,27.37%,1703370.9,15038,11274,0,,,掌柜推荐,7天无理由|运费险|蚂蚁花呗|信用卡支付|集分宝,咖啡/麦片/冲饮,藕粉/麦片/冲饮品,冲饮谷物/麦片,,,2021-05-29,21:11:25,2天10时30分52秒,六,http://item.taobao.com/item.htm?id=641285446713,https://kandianbao.com/item/641285446713/,不浓(2);还可以减肥(8);不会粘牙(6);没怪味(2);份量很足(185);发货太差(4)
5,https://img.alicdn.com/imgextra/i2/2201193744819/O1CN01NpHB3A1lT9JH0Pey8_!!2201193744819-0-lubanu-s.jpg,冬瓜荷叶茶非玫瑰花刮油去脂通排宿便瘦身减脂刮油瘦肚子脂流茶包,	641043902390,,39.9,39.9,268,268,14.89%,0,70992,0,16536,31209,29.62%,659786.4,29.11%,1245239.0999999999,12164,6176,0,,,掌柜推荐,7天无理由|运费险|蚂蚁花呗|信用卡支付|集分宝,茶,代用/花草/水果/再加工茶,代用/花草茶,,,2021-05-29,21:07:31,2天10时26分58秒,六,http://item.taobao.com/item.htm?id=641043902390,https://kandianbao.com/item/641043902390/,颗粒丰富(2);减肥很安全(3);质量好(11);很方便(6);淡淡的香味(13);假的(2)
,,,,,,,,,,,,,30天销量总计,,,30天销售额总计,,,收藏数总计,,分享量总计,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,55824,,,2266310.98,,,45294,,0,,,,,,,,,,,,,,,,
序号,主图,标题,宝贝id,货号,销售价最低,销售价最高,原价最低,原价最高,折扣率,sku数量,库存,邮费,30天销量,总销量,占全店销量比例,30天销售额,占全店销售额比例,总销售额,收藏数,评价数,PC总分享量,宝贝促销,店铺促销,活动促销,服务保证,一级类目,二级类目,三级类目,宝贝创建时间,宝贝创建时长,下架日期,下架时间,天数,星期,宝贝地址,分析地址,评价标签
数据下载时间：2021-05-27 10:40:35 功能：看店宝【kandianbao.com】全店宝贝 相关查询网址：https://kandianbao.com/dian/典芝斋旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
