数据下载时间：2021-06-28 14:03:27 功能：看店宝【https://kandianbao.com/】 宝贝评价信息分析 相关查询网址：https://kandianbao.com/item/pingjia/638315492570/,,,,,,,
序号,评价用户,sku,评价类型,评价内容,追评,掌柜回评,评价时间
1,l**跳,颜色分类: 【苹果8-12套装】PD快充线1米+20快充头【原封正品】,好评,充电器已经收到，试用了好几天了，觉得挺不错的，充电也挺快的，相比于之前用的充电器真的是快了很多，一会儿就充满了。之前也买过，其他家的都是问题百出，但是觉得这家挺好的，服务态度也好，还有人问了在哪里买，都推给朋友了。,-,-,2021-06-25
2,t**4,颜色分类: 【苹果8-12套装】PD快充线1米+20快充头【原封正品】,好评,此用户没有填写评价。,买到手两个月用不了，想问问客服一直是机器人，从七点到九点没有任何答复，写着8点到22点都在线，不懂这是啥售后，来个人回复一下这么难吗？我从来不评价的人都被气到想来写个八百字差评，真的没这么无语过，希望你们生意越来越差，也希望看到的人换别的店买吧，没必要在这受气，东西很一般，态度不用说，骂不出去的话，放截图给你看吧，ntdx,-,2021-04-29
3,黄**7,颜色分类: 【苹果8-12套装】PD快充线2米+20W快充头【原封正品】,好评,此用户没有填写评价。,才没用多久就坏了，电也不能充，想买的朋友慎重,-,2021-05-20
4,何**i,颜色分类: 【苹果8-12套装】PD快充线2米+20W快充头【原封正品】,好评,为了在公司使用买的长的，很方便，充电也蛮快的,-,-,2021-06-22
5,t**9,颜色分类: 【苹果8-12套装】PD快充线1米+20快充头【原封正品】,好评,此用户没有填写评价。,用着用着不充电还掉电,-,2021-05-19
6,s**3,颜色分类: 【苹果8-12套装】PD快充线2米+20W快充头【原封正品】,好评,此用户没有填写评价。,数据线烧了，刚刚还在冒烟，是正版吗？,-,2021-05-08
7,t**4,颜色分类: 【苹果8-12套装】PD快充线1.5米+20W快充头【原封正品】,好评,"搭配快充头,不会松🐻动,连接很紧密。插口和🌰手机接口衔接很紧密,❄电量耐用,没有弹窗没🍨有出现不支持。线身蛮😕粗的柔韧又结实,很高❣档,价格便宜很实惠。💼正品快充,粗细正好,🎪必须来一个快充续命。🐖充电反应很灵敏,,",正品无疑，粗细正好，充电快也省时间，反应迅速，,-,2021-04-29
8,b**5,颜色分类: PD快充线1米【原封正品】,好评,先买的充电头，没看清楚，买回来原装的线用不，后面又买了线  充电🔋比我朋友原装的快很多，用电时长一样。很好用,-,-,2021-06-01
9,小**0,颜色分类: PD快充线1米【原封正品】,好评,买家态度很好，因为以前买的全套的，后来线没用多久坏了，商家直接就给补发一个，服务质量没的说,-,-,2021-05-25
10,t**1,颜色分类: 【苹果8-12套装】PD快充线1米+20快充头【原封正品】,好评,此用户没有填写评价。,质量太差，奉劝大家千万别买,-,2021-04-09
11,萌**1,颜色分类: PD快充线2米【原封正品】2条,好评,"CA灵敏度好高充电🌻非常快,不会松动,充电🚟器是苹果正品。摸着线🐶的手感跟粗细是跟原配👺一样的,支持正品,现🎫在再也不用等那么久了🐈。充电特别快,充我的🗿苹果一个小时多一点就😉可以了。比外面店里买🎮的要好,功率十足,",看我晒图！！非常划算吆！,-,2021-04-20
12,c**4,颜色分类: PD快充头20W【原封正品】USB-C插口,好评,好用，冲的挺快的，跟原装的没有什么差别,-,-,2021-06-15
13,强**9,颜色分类: PD快充线2米【原封正品】2条,好评,此用户没有填写评价。,喜欢质量很好,-,2021-06-02
14,别**忆,颜色分类: 【苹果8-12套装】PD快充线1米+20快充头【原封正品】,好评,此用户没有填写评价。,没用多久就变成这样了，不建议购买了,-,2021-05-23
15,a**0,颜色分类: PD快充头20W【原封正品】USB-C插口,好评,20w充电头，12专用，充电超级快，很好用，是官方正品，可以放心购买。,-,-,2021-04-19
16,t**5,颜色分类: 【苹果8-12套装】PD快充线1米+20快充头【原封正品】,好评,此用户没有填写评价。,这充电器真的质量不行  我手机新买的   刚刚买那个用了不到一个月就直接坏了 补发过来那个  那是直接就用不了   无语了,-,2021-05-29
17,奔**o,颜色分类: 【苹果8-12套装】PD快充线1.5米+20W快充头【原封正品】,好评,此用户没有填写评价。,质量不行，买的苹果12的充电头，用了一个月就坏了。,-,2021-05-21
