数据下载时间：2021-06-29 09:29:29 功能：看店宝【https://kandianbao.com/】 宝贝评价信息分析 相关查询网址：https://kandianbao.com/item/pingjia/599835597203/,,,,,,,
序号,评价用户,sku,评价类型,评价内容,追评,掌柜回评,评价时间
1,z**2,颜色分类: 中号,好评,用来放移动电源真行好用啊，可以很好的保护移动电源不被划伤，绒布材质，手感也特别好，真心推荐这家👍,-,-,2021-06-24
2,r**c,颜色分类: 大号,好评,东西不错，放小米充电宝正合适，做工挺精细，绒绒布料，不会划伤充电宝，总体来说不错。,-,-,2021-06-15
3,梦**跳,颜色分类: 双口●小号,好评,拍的2个，收到3个，不错😄之前买过大号的，也是送了1个。棒棒哒！😚,-,-,2021-06-24
4,d**4,颜色分类: 特大号,好评,挺好的，价格实惠，质量好，喜欢，同时装两个手机都可以，这样就不怕手机掉了,-,-,2021-06-22
5,n**0,颜色分类: 小号,好评,买二送一，超值！ 厚度刚刚好 买了一个大号+一个小号还送了一个小号！,-,-,2021-06-26
6,n**0,颜色分类: 超大号,好评,买二送一，超值！ 厚度刚刚好,-,-,2021-06-26
7,小**啊,颜色分类: 大号,好评,我的移动硬盘磨得不行了，赶紧买个外套穿上。。。满意！,-,-,2021-06-25
8,t**3,颜色分类: 双口●大号,好评,垃圾。掉毛！！！大家别买。我买的双层，给我发单层！看图，请问另一个口袋在哪？掉毛很严重，手机放里面拿出来屏幕上全是很小的绒毛,-,-,2021-06-26
9,t**3,颜色分类: 中号,好评,这是第二次回购了、料子特别舒服，摸起来软软的、不怕被别的东西划伤了。,-,-,2021-06-26
10,e**m,颜色分类: 特大号,好评,能放入ZMI20 很好,-,-,2021-06-25
11,猪**贝,颜色分类: 双口●特大号,好评,小袋子挺好，准备拿来装充电宝的,-,-,2021-06-16
12,t**6,颜色分类: 大号,好评,很舒服 客服推荐的大小装我的这个充电宝刚刚好 很合适,-,-,2021-06-19
13,a**8,颜色分类: 小号,好评,质量挺好，装品胜充电宝刚刚好～,-,-,2021-06-21
14,柯**8,颜色分类: 双口●特大号,好评,跟实体店没有区别，还便宜，喜欢！,-,-,2021-06-04
15,t**5,颜色分类: mini号,好评,装我的蓝牙耳机正合适不过了哦,-,-,2021-06-22
