数据下载时间：2021-05-23 10:29:27 功能：看店宝【kandianbao.com】全店宝贝 相关查询网址：https://kandianbao.com/dian/立美仕电器旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,主图,标题,宝贝id,货号,销售价最低,销售价最高,原价最低,原价最高,折扣率,sku数量,库存,邮费,30天销量,总销量,占全店销量比例,30天销售额,占全店销售额比例,总销售额,收藏数,评价数,PC总分享量,宝贝促销,店铺促销,活动促销,服务保证,一级类目,二级类目,三级类目,宝贝创建时间,宝贝创建时长,下架日期,下架时间,天数,星期,宝贝地址,分析地址,评价标签
1,https://img.alicdn.com/imgextra/i3/2208459361422/O1CN01JXg8YJ1MNJsxwrXpp_!!2208459361422.jpg,电热烧水壶家用电壶全自动大容量迷小型保温一体快壶1人L宿舍煮器,	640119894476,,19.9,25.9,98,98,26.43%,16,164181,0,2535,4642,12.82%,56530.5,13.13%,103516.6,1404,620,0,,,新品促销,7天无理由|蚂蚁花呗|信用卡支付|集分宝,厨房电器,电热水壶,电热水壶,,,2021-05-24,23:28:13,1天12时58分48秒,一,http://item.taobao.com/item.htm?id=640119894476,https://kandianbao.com/item/640119894476/,可以自动断电(3);食品级不锈钢(3);保温不错(7);不小正合适(5);煲水很快(45);质量差(11)
2,https://img.alicdn.com/imgextra/i1/2208459361422/O1CN01T7kgca1MNJrzdPOio_!!2208459361422.jpg,电热水壶家用烧水保温一体电壶小型自动快壶全煲迷宿舍1人2煮器茶,	621983145543,,18.9,25.9,128,128,20.23%,19,224478,0,17232,98168,87.18%,373934.39999999997,86.87%,2130245.6,20340,17562,0,,,热卖促销,7天无理由|蚂蚁花呗|信用卡支付|集分宝,厨房电器,电热水壶,电热水壶,,,2021-05-27,00:02:21,3天13时32分56秒,四,http://item.taobao.com/item.htm?id=621983145543,https://kandianbao.com/item/621983145543/,稳稳的(2);插头没问题(10);底座比较轻质(13);泡茶必备(3);不会渗水(6);壶底烧坏了(11)
,,,,,,,,,,,,,30天销量总计,,,30天销售额总计,,,收藏数总计,,分享量总计,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,19767,,,430464.89999999997,,,21744,,0,,,,,,,,,,,,,,,,
序号,主图,标题,宝贝id,货号,销售价最低,销售价最高,原价最低,原价最高,折扣率,sku数量,库存,邮费,30天销量,总销量,占全店销量比例,30天销售额,占全店销售额比例,总销售额,收藏数,评价数,PC总分享量,宝贝促销,店铺促销,活动促销,服务保证,一级类目,二级类目,三级类目,宝贝创建时间,宝贝创建时长,下架日期,下架时间,天数,星期,宝贝地址,分析地址,评价标签
数据下载时间：2021-05-23 10:29:27 功能：看店宝【kandianbao.com】全店宝贝 相关查询网址：https://kandianbao.com/dian/立美仕电器旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
